Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active
,Ecuador,-1.8312,-78.1834,2/18/20,0,0,0,0
,Azerbaijan,40.1431,47.5769,2/18/20,0,0,0,0
,Armenia,40.0691,45.0382,2/18/20,0,0,0,0
,Dominican Republic,18.7357,-70.1627,2/18/20,0,0,0,0
,Indonesia,-0.7893,113.9213,2/18/20,0,0,0,0
,Portugal,39.3999,-8.2245,2/18/20,0,0,0,0
,Andorra,42.5063,1.5218,2/18/20,0,0,0,0
Tasmania,Australia,-41.4545,145.9707,2/18/20,0,0,0,0
,Latvia,56.8796,24.6032,2/18/20,0,0,0,0
,Morocco,31.7917,-7.0926,2/18/20,0,0,0,0
,Saudi Arabia,24.0,45.0,2/18/20,0,0,0,0
,Senegal,14.4974,-14.4524,2/18/20,0,0,0,0
,Argentina,-38.4161,-63.6167,2/18/20,0,0,0,0
,Chile,-35.6751,-71.543,2/18/20,0,0,0,0
,Jordan,31.24,36.51,2/18/20,0,0,0,0
,Ukraine,48.3794,31.1656,2/18/20,0,0,0,0
,Hungary,47.1625,19.5033,2/18/20,0,0,0,0
Northern Territory,Australia,-12.4634,130.8456,2/18/20,0,0,0,0
,Liechtenstein,47.14,9.55,2/18/20,0,0,0,0
,Poland,51.9194,19.1451,2/18/20,0,0,0,0
,Tunisia,34.0,9.0,2/18/20,0,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,2/18/20,0,0,0,0
,Slovenia,46.1512,14.9955,2/18/20,0,0,0,0
,South Africa,-30.5595,22.9375,2/18/20,0,0,0,0
,Bhutan,27.5142,90.4336,2/18/20,0,0,0,0
,Cameroon,3.8480000000000003,11.5021,2/18/20,0,0,0,0
,Colombia,4.5709,-74.2973,2/18/20,0,0,0,0
,Costa Rica,9.7489,-83.7534,2/18/20,0,0,0,0
,Peru,-9.19,-75.0152,2/18/20,0,0,0,0
,Serbia,44.0165,21.0059,2/18/20,0,0,0,0
,Slovakia,48.669,19.699,2/18/20,0,0,0,0
,Togo,8.6195,0.8248,2/18/20,0,0,0,0
,French Guiana,3.9339,-53.1258,2/18/20,0,0,0,0
,Malta,35.9375,14.3754,2/18/20,0,0,0,0
,Martinique,14.6415,-61.0242,2/18/20,0,0,0,0
,Bulgaria,42.7339,25.4858,2/18/20,0,0,0,0
,Maldives,3.2028,73.2207,2/18/20,0,0,0,0
,Bangladesh,23.685,90.3563,2/18/20,0,0,0,0
,Paraguay,-23.4425,-58.4438,2/18/20,0,0,0,0
Ontario,Canada,51.2538,-85.3232,2/18/20,3,0,1,2
Alberta,Canada,53.9333,-116.5765,2/18/20,0,0,0,0
Quebec,Canada,52.9399,-73.5491,2/18/20,0,0,0,0
,Albania,41.1533,20.1683,2/18/20,0,0,0,0
,Cyprus,35.1264,33.4299,2/18/20,0,0,0,0
,Brunei,4.5353,114.7277,2/18/20,0,0,0,0
Washington,USA,47.4009,-121.4905,2/18/20,0,0,0,0
New York,USA,42.1657,-74.9481,2/18/20,0,0,0,0
California,USA,36.1162,-119.6816,2/18/20,0,0,0,0
Massachusetts,USA,42.2302,-71.5301,2/18/20,0,0,0,0
Diamond Princess,USA,35.4437,139.638,2/18/20,0,0,0,0
Grand Princess,USA,37.6489,-122.6655,2/18/20,0,0,0,0
Georgia,USA,33.0406,-83.6431,2/18/20,0,0,0,0
Colorado,USA,39.0598,-105.3111,2/18/20,0,0,0,0
Florida,USA,27.7663,-81.6868,2/18/20,0,0,0,0
New Jersey,USA,40.2989,-74.521,2/18/20,0,0,0,0
Oregon,USA,44.571999999999996,-122.0709,2/18/20,0,0,0,0
Texas,USA,31.0545,-97.5635,2/18/20,0,0,0,0
Illinois,USA,40.3495,-88.9861,2/18/20,0,0,0,0
Pennsylvania,USA,40.5908,-77.2098,2/18/20,0,0,0,0
Iowa,USA,42.0115,-93.2105,2/18/20,0,0,0,0
Maryland,USA,39.0639,-76.8021,2/18/20,0,0,0,0
North Carolina,USA,35.6301,-79.8064,2/18/20,0,0,0,0
South Carolina,USA,33.8569,-80.945,2/18/20,0,0,0,0
Tennessee,USA,35.7478,-86.6923,2/18/20,0,0,0,0
Virginia,USA,37.7693,-78.17,2/18/20,0,0,0,0
Arizona,USA,33.7298,-111.4312,2/18/20,0,0,0,0
Indiana,USA,39.8494,-86.2583,2/18/20,0,0,0,0
Kentucky,USA,37.6681,-84.6701,2/18/20,0,0,0,0
District of Columbia,USA,38.8974,-77.0268,2/18/20,0,0,0,0
Nevada,USA,38.3135,-117.0554,2/18/20,0,0,0,0
New Hampshire,USA,43.4525,-71.5639,2/18/20,0,0,0,0
Minnesota,USA,45.6945,-93.9002,2/18/20,0,0,0,0
Nebraska,USA,41.1254,-98.2681,2/18/20,0,0,0,0
Ohio,USA,40.3888,-82.7649,2/18/20,0,0,0,0
Rhode Island,USA,41.6809,-71.5118,2/18/20,0,0,0,0
Wisconsin,USA,44.2685,-89.6165,2/18/20,0,0,0,0
Connecticut,USA,41.5978,-72.7554,2/18/20,0,0,0,0
Hawaii,USA,21.0943,-157.4983,2/18/20,0,0,0,0
Oklahoma,USA,35.5653,-96.9289,2/18/20,0,0,0,0
Utah,USA,40.15,-111.8624,2/18/20,0,0,0,0
,Burkina Faso,12.2383,-1.5616,2/18/20,0,0,0,0
,Holy See,41.9029,12.4534,2/18/20,0,0,0,0
,Mongolia,46.8625,103.8467,2/18/20,0,0,0,0
,Panama,8.538,-80.7821,2/18/20,0,0,0,0
Kansas,USA,38.5266,-96.7265,2/18/20,0,0,0,0
Louisiana,USA,31.1695,-91.8678,2/18/20,0,0,0,0
Missouri,USA,38.4561,-92.2884,2/18/20,0,0,0,0
Vermont,USA,44.0459,-72.7107,2/18/20,0,0,0,0
Alaska,USA,61.3707,-152.4044,2/18/20,0,0,0,0
Arkansas,USA,34.9697,-92.3731,2/18/20,0,0,0,0
Delaware,USA,39.3185,-75.5071,2/18/20,0,0,0,0
Idaho,USA,44.2405,-114.4788,2/18/20,0,0,0,0
Maine,USA,44.6939,-69.3819,2/18/20,0,0,0,0
Michigan,USA,43.3266,-84.5361,2/18/20,0,0,0,0
Mississippi,USA,32.7416,-89.6787,2/18/20,0,0,0,0
Montana,USA,46.9219,-110.4544,2/18/20,0,0,0,0
New Mexico,USA,34.8405,-106.2485,2/18/20,0,0,0,0
North Dakota,USA,47.5289,-99.78399999999999,2/18/20,0,0,0,0
South Dakota,USA,44.2998,-99.4388,2/18/20,0,0,0,0
West Virginia,USA,38.4912,-80.9545,2/18/20,0,0,0,0
Wyoming,USA,42.756,-107.3025,2/18/20,0,0,0,0
Hubei,China,30.9756,112.2707,2/18/20,61682,1921,9128,50633
,Iran,32.0,53.0,2/18/20,0,0,0,0
,"Korea, South",36.0,128.0,2/18/20,31,0,12,19
France,France,46.2276,2.2137,2/18/20,12,1,4,7
Guangdong,China,23.3417,113.4244,2/18/20,1328,4,565,759
Henan,China,33.882,113.61399999999999,2/18/20,1257,19,522,716
Zhejiang,China,29.1832,120.0934,2/18/20,1172,0,535,637
Hunan,China,27.6104,111.7088,2/18/20,1007,4,527,476
Anhui,China,31.8257,117.2264,2/18/20,982,6,361,615
Jiangxi,China,27.614,115.7221,2/18/20,933,1,310,622
Shandong,China,36.3427,118.1498,2/18/20,543,3,211,329
Diamond Princess,Cruise Ship,35.4437,139.638,2/18/20,542,0,0,542
Jiangsu,China,32.9711,119.455,2/18/20,629,0,280,349
Chongqing,China,30.0572,107.874,2/18/20,555,5,254,296
Sichuan,China,30.6171,102.7103,2/18/20,508,3,169,336
Heilongjiang,China,47.861999999999995,127.7615,2/18/20,464,11,111,342
Denmark,Denmark,56.2639,9.5018,2/18/20,0,0,0,0
Beijing,China,40.1824,116.4142,2/18/20,387,4,122,261
Shanghai,China,31.201999999999998,121.4491,2/18/20,333,1,177,155
Hebei,China,39.549,116.1306,2/18/20,306,4,136,166
Fujian,China,26.0789,117.9874,2/18/20,292,0,93,199
Guangxi,China,23.8298,108.7881,2/18/20,242,2,69,171
Shaanxi,China,35.1917,108.8701,2/18/20,240,0,89,151
Yunnan,China,24.974,101.48700000000001,2/18/20,172,0,57,115
Hainan,China,19.1959,109.7453,2/18/20,163,4,79,80
Guizhou,China,26.8154,106.8748,2/18/20,146,2,66,78
Tianjin,China,39.3054,117.323,2/18/20,128,3,48,77
Shanxi,China,37.5777,112.2922,2/18/20,131,0,61,70
Gansu,China,37.8099,101.0583,2/18/20,91,2,62,27
Hong Kong,China,22.3,114.2,2/18/20,62,1,2,59
Liaoning,China,41.2956,122.6085,2/18/20,121,1,53,67
Jilin,China,43.6661,126.1923,2/18/20,89,1,36,52
,Czechia,49.8175,15.472999999999999,2/18/20,0,0,0,0
Xinjiang,China,41.1129,85.2401,2/18/20,76,1,12,63
Inner Mongolia,China,44.0935,113.9448,2/18/20,73,0,8,65
Ningxia,China,37.2692,106.1655,2/18/20,70,0,42,28
,Taiwan*,23.7,121.0,2/18/20,22,1,2,19
,Vietnam,16.0,108.0,2/18/20,16,0,7,9
,Russia,60.0,90.0,2/18/20,2,0,2,0
Qinghai,China,35.7452,95.9956,2/18/20,18,0,15,3
Macau,China,22.1667,113.55,2/18/20,10,0,5,5
,Moldova,47.4116,28.3699,2/18/20,0,0,0,0
,Bolivia,-16.2902,-63.5887,2/18/20,0,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,2/18/20,0,0,0,0
St Martin,France,18.0708,-63.0501,2/18/20,0,0,0,0
,Honduras,15.2,-86.2419,2/18/20,0,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,2/18/20,0,0,0,0
New Brunswick,Canada,46.5653,-66.4619,2/18/20,0,0,0,0
Tibet,China,31.6927,88.0924,2/18/20,1,0,1,0
,Congo (Kinshasa),-4.0383,21.7587,2/18/20,0,0,0,0
,Cote d'Ivoire,7.54,-5.5471,2/18/20,0,0,0,0
Saint Barthelemy,France,17.9,-62.8333,2/18/20,0,0,0,0
,Jamaica,18.1096,-77.2975,2/18/20,0,0,0,0
,Reunion,-21.1151,55.5364,2/18/20,0,0,0,0
,Turkey,38.9637,35.2433,2/18/20,0,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,2/18/20,0,0,0,0
,Cuba,22.0,-80.0,2/18/20,0,0,0,0
,Guyana,5.0,-58.75,2/18/20,0,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/18/20,0,0,0,0
United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2/18/20,9,0,8,1
,Kazakhstan,48.0196,66.9237,2/18/20,0,0,0,0
French Polynesia,France,-17.6797,149.4068,2/18/20,0,0,0,0
,Cayman Islands,19.3133,-81.2546,2/18/20,0,0,0,0
,Guadeloupe,16.265,-61.551,2/18/20,0,0,0,0
Manitoba,Canada,53.7609,-98.8139,2/18/20,0,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/18/20,0,0,0,0
,Ethiopia,9.145,40.4897,2/18/20,0,0,0,0
,Sudan,12.8628,30.2176,2/18/20,0,0,0,0
,Guinea,9.9456,-9.6966,2/18/20,0,0,0,0
,Aruba,12.5211,-69.9683,2/18/20,0,0,0,0
Grand Princess,Canada,37.6489,-122.6655,2/18/20,0,0,0,0
,Kenya,-0.0236,37.9062,2/18/20,0,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/18/20,0,0,0,0
Alabama,USA,32.3182,-86.9023,2/18/20,0,0,0,0
,Thailand,15.0,101.0,2/19/20,35,0,15,20
,Japan,36.0,138.0,2/19/20,84,1,18,65
,Singapore,1.2833,103.8333,2/19/20,84,0,34,50
,Nepal,28.1667,84.25,2/19/20,1,0,1,0
,Malaysia,2.5,112.5,2/19/20,22,0,15,7
British Columbia,Canada,49.2827,-123.1207,2/19/20,5,0,0,5
New South Wales,Australia,-33.8688,151.2093,2/19/20,4,0,4,0
Victoria,Australia,-37.8136,144.9631,2/19/20,4,0,4,0
Queensland,Australia,-28.0167,153.4,2/19/20,5,0,0,5
,Cambodia,11.55,104.9167,2/19/20,1,0,1,0
,Sri Lanka,7.0,81.0,2/19/20,1,0,1,0
,Germany,51.0,9.0,2/19/20,16,0,12,4
,Finland,64.0,26.0,2/19/20,1,0,1,0
,United Arab Emirates,24.0,54.0,2/19/20,9,0,4,5
,Philippines,13.0,122.0,2/19/20,3,1,1,1
,India,21.0,78.0,2/19/20,3,0,3,0
,Italy,43.0,12.0,2/19/20,3,0,0,3
,Sweden,63.0,16.0,2/19/20,1,0,0,1
,Spain,40.0,-4.0,2/19/20,2,0,2,0
South Australia,Australia,-34.9285,138.6007,2/19/20,2,0,2,0
,Belgium,50.8333,4.0,2/19/20,1,0,1,0
,Egypt,26.0,30.0,2/19/20,1,0,0,1
From Diamond Princess,Australia,35.4437,139.638,2/19/20,0,0,0,0
,Lebanon,33.8547,35.8623,2/19/20,0,0,0,0
,Iraq,33.0,44.0,2/19/20,0,0,0,0
,Oman,21.0,57.0,2/19/20,0,0,0,0
,Afghanistan,33.0,65.0,2/19/20,0,0,0,0
,Bahrain,26.0275,50.55,2/19/20,0,0,0,0
,Kuwait,29.5,47.75,2/19/20,0,0,0,0
,Algeria,28.0339,1.6596,2/19/20,0,0,0,0
,Croatia,45.1,15.2,2/19/20,0,0,0,0
,Switzerland,46.8182,8.2275,2/19/20,0,0,0,0
,Austria,47.5162,14.5501,2/19/20,0,0,0,0
,Israel,31.0,35.0,2/19/20,0,0,0,0
,Pakistan,30.3753,69.3451,2/19/20,0,0,0,0
,Brazil,-14.235,-51.9253,2/19/20,0,0,0,0
,Georgia,42.3154,43.3569,2/19/20,0,0,0,0
,Greece,39.0742,21.8243,2/19/20,0,0,0,0
,North Macedonia,41.6086,21.7453,2/19/20,0,0,0,0
,Norway,60.472,8.4689,2/19/20,0,0,0,0
,Romania,45.9432,24.9668,2/19/20,0,0,0,0
,Estonia,58.5953,25.0136,2/19/20,0,0,0,0
,Netherlands,52.1326,5.2913,2/19/20,0,0,0,0
,San Marino,43.9424,12.4578,2/19/20,0,0,0,0
,Belarus,53.7098,27.9534,2/19/20,0,0,0,0
,Iceland,64.9631,-19.0208,2/19/20,0,0,0,0
,Lithuania,55.1694,23.8813,2/19/20,0,0,0,0
,Mexico,23.6345,-102.5528,2/19/20,0,0,0,0
,New Zealand,-40.9006,174.886,2/19/20,0,0,0,0
,Nigeria,9.082,8.6753,2/19/20,0,0,0,0
Western Australia,Australia,-31.9505,115.8605,2/19/20,0,0,0,0
,Ireland,53.1424,-7.6921,2/19/20,0,0,0,0
,Luxembourg,49.8153,6.1296,2/19/20,0,0,0,0
,Monaco,43.7333,7.4167,2/19/20,0,0,0,0
,Qatar,25.3548,51.1839,2/19/20,0,0,0,0
,Ecuador,-1.8312,-78.1834,2/19/20,0,0,0,0
,Azerbaijan,40.1431,47.5769,2/19/20,0,0,0,0
,Armenia,40.0691,45.0382,2/19/20,0,0,0,0
,Dominican Republic,18.7357,-70.1627,2/19/20,0,0,0,0
,Indonesia,-0.7893,113.9213,2/19/20,0,0,0,0
,Portugal,39.3999,-8.2245,2/19/20,0,0,0,0
,Andorra,42.5063,1.5218,2/19/20,0,0,0,0
Tasmania,Australia,-41.4545,145.9707,2/19/20,0,0,0,0
,Latvia,56.8796,24.6032,2/19/20,0,0,0,0
,Morocco,31.7917,-7.0926,2/19/20,0,0,0,0
,Saudi Arabia,24.0,45.0,2/19/20,0,0,0,0
,Senegal,14.4974,-14.4524,2/19/20,0,0,0,0
,Argentina,-38.4161,-63.6167,2/19/20,0,0,0,0
,Chile,-35.6751,-71.543,2/19/20,0,0,0,0
,Jordan,31.24,36.51,2/19/20,0,0,0,0
,Ukraine,48.3794,31.1656,2/19/20,0,0,0,0
,Hungary,47.1625,19.5033,2/19/20,0,0,0,0
Northern Territory,Australia,-12.4634,130.8456,2/19/20,0,0,0,0
,Liechtenstein,47.14,9.55,2/19/20,0,0,0,0
,Poland,51.9194,19.1451,2/19/20,0,0,0,0
,Tunisia,34.0,9.0,2/19/20,0,0,0,0
,Bosnia and Herzegovina,43.9159,17.6791,2/19/20,0,0,0,0
,Slovenia,46.1512,14.9955,2/19/20,0,0,0,0
,South Africa,-30.5595,22.9375,2/19/20,0,0,0,0
,Bhutan,27.5142,90.4336,2/19/20,0,0,0,0
,Cameroon,3.8480000000000003,11.5021,2/19/20,0,0,0,0
,Colombia,4.5709,-74.2973,2/19/20,0,0,0,0
,Costa Rica,9.7489,-83.7534,2/19/20,0,0,0,0
,Peru,-9.19,-75.0152,2/19/20,0,0,0,0
,Serbia,44.0165,21.0059,2/19/20,0,0,0,0
,Slovakia,48.669,19.699,2/19/20,0,0,0,0
,Togo,8.6195,0.8248,2/19/20,0,0,0,0
,French Guiana,3.9339,-53.1258,2/19/20,0,0,0,0
,Malta,35.9375,14.3754,2/19/20,0,0,0,0
,Martinique,14.6415,-61.0242,2/19/20,0,0,0,0
,Bulgaria,42.7339,25.4858,2/19/20,0,0,0,0
,Maldives,3.2028,73.2207,2/19/20,0,0,0,0
,Bangladesh,23.685,90.3563,2/19/20,0,0,0,0
,Paraguay,-23.4425,-58.4438,2/19/20,0,0,0,0
Ontario,Canada,51.2538,-85.3232,2/19/20,3,0,1,2
Alberta,Canada,53.9333,-116.5765,2/19/20,0,0,0,0
Quebec,Canada,52.9399,-73.5491,2/19/20,0,0,0,0
,Albania,41.1533,20.1683,2/19/20,0,0,0,0
,Cyprus,35.1264,33.4299,2/19/20,0,0,0,0
,Brunei,4.5353,114.7277,2/19/20,0,0,0,0
Washington,USA,47.4009,-121.4905,2/19/20,0,0,0,0
New York,USA,42.1657,-74.9481,2/19/20,0,0,0,0
California,USA,36.1162,-119.6816,2/19/20,0,0,0,0
Massachusetts,USA,42.2302,-71.5301,2/19/20,0,0,0,0
Diamond Princess,USA,35.4437,139.638,2/19/20,0,0,0,0
Grand Princess,USA,37.6489,-122.6655,2/19/20,0,0,0,0
Georgia,USA,33.0406,-83.6431,2/19/20,0,0,0,0
Colorado,USA,39.0598,-105.3111,2/19/20,0,0,0,0
Florida,USA,27.7663,-81.6868,2/19/20,0,0,0,0
New Jersey,USA,40.2989,-74.521,2/19/20,0,0,0,0
Oregon,USA,44.571999999999996,-122.0709,2/19/20,0,0,0,0
Texas,USA,31.0545,-97.5635,2/19/20,0,0,0,0
Illinois,USA,40.3495,-88.9861,2/19/20,0,0,0,0
Pennsylvania,USA,40.5908,-77.2098,2/19/20,0,0,0,0
Iowa,USA,42.0115,-93.2105,2/19/20,0,0,0,0
Maryland,USA,39.0639,-76.8021,2/19/20,0,0,0,0
North Carolina,USA,35.6301,-79.8064,2/19/20,0,0,0,0
South Carolina,USA,33.8569,-80.945,2/19/20,0,0,0,0
Tennessee,USA,35.7478,-86.6923,2/19/20,0,0,0,0
Virginia,USA,37.7693,-78.17,2/19/20,0,0,0,0
Arizona,USA,33.7298,-111.4312,2/19/20,0,0,0,0
Indiana,USA,39.8494,-86.2583,2/19/20,0,0,0,0
Kentucky,USA,37.6681,-84.6701,2/19/20,0,0,0,0
District of Columbia,USA,38.8974,-77.0268,2/19/20,0,0,0,0
Nevada,USA,38.3135,-117.0554,2/19/20,0,0,0,0
New Hampshire,USA,43.4525,-71.5639,2/19/20,0,0,0,0
Minnesota,USA,45.6945,-93.9002,2/19/20,0,0,0,0
Nebraska,USA,41.1254,-98.2681,2/19/20,0,0,0,0
Ohio,USA,40.3888,-82.7649,2/19/20,0,0,0,0
Rhode Island,USA,41.6809,-71.5118,2/19/20,0,0,0,0
Wisconsin,USA,44.2685,-89.6165,2/19/20,0,0,0,0
Connecticut,USA,41.5978,-72.7554,2/19/20,0,0,0,0
Hawaii,USA,21.0943,-157.4983,2/19/20,0,0,0,0
Oklahoma,USA,35.5653,-96.9289,2/19/20,0,0,0,0
Utah,USA,40.15,-111.8624,2/19/20,0,0,0,0
,Burkina Faso,12.2383,-1.5616,2/19/20,0,0,0,0
,Holy See,41.9029,12.4534,2/19/20,0,0,0,0
,Mongolia,46.8625,103.8467,2/19/20,0,0,0,0
,Panama,8.538,-80.7821,2/19/20,0,0,0,0
Kansas,USA,38.5266,-96.7265,2/19/20,0,0,0,0
Louisiana,USA,31.1695,-91.8678,2/19/20,0,0,0,0
Missouri,USA,38.4561,-92.2884,2/19/20,0,0,0,0
Vermont,USA,44.0459,-72.7107,2/19/20,0,0,0,0
Alaska,USA,61.3707,-152.4044,2/19/20,0,0,0,0
Arkansas,USA,34.9697,-92.3731,2/19/20,0,0,0,0
Delaware,USA,39.3185,-75.5071,2/19/20,0,0,0,0
Idaho,USA,44.2405,-114.4788,2/19/20,0,0,0,0
Maine,USA,44.6939,-69.3819,2/19/20,0,0,0,0
Michigan,USA,43.3266,-84.5361,2/19/20,0,0,0,0
Mississippi,USA,32.7416,-89.6787,2/19/20,0,0,0,0
Montana,USA,46.9219,-110.4544,2/19/20,0,0,0,0
New Mexico,USA,34.8405,-106.2485,2/19/20,0,0,0,0
North Dakota,USA,47.5289,-99.78399999999999,2/19/20,0,0,0,0
South Dakota,USA,44.2998,-99.4388,2/19/20,0,0,0,0
West Virginia,USA,38.4912,-80.9545,2/19/20,0,0,0,0
Wyoming,USA,42.756,-107.3025,2/19/20,0,0,0,0
Hubei,China,30.9756,112.2707,2/19/20,62031,2029,10337,49665
,Iran,32.0,53.0,2/19/20,2,2,0,0
,"Korea, South",36.0,128.0,2/19/20,31,0,12,19
France,France,46.2276,2.2137,2/19/20,12,1,4,7
Guangdong,China,23.3417,113.4244,2/19/20,1331,5,606,720
Henan,China,33.882,113.61399999999999,2/19/20,1262,19,573,670
Zhejiang,China,29.1832,120.0934,2/19/20,1174,0,604,570
Hunan,China,27.6104,111.7088,2/19/20,1008,4,561,443
Anhui,China,31.8257,117.2264,2/19/20,986,6,413,567
Jiangxi,China,27.614,115.7221,2/19/20,934,1,362,571
Shandong,China,36.3427,118.1498,2/19/20,544,3,231,310
Diamond Princess,Cruise Ship,35.4437,139.638,2/19/20,621,0,1,620
Jiangsu,China,32.9711,119.455,2/19/20,631,0,318,313
Chongqing,China,30.0572,107.874,2/19/20,560,5,274,281
Sichuan,China,30.6171,102.7103,2/19/20,514,3,188,323
Heilongjiang,China,47.861999999999995,127.7615,2/19/20,470,12,120,338
Denmark,Denmark,56.2639,9.5018,2/19/20,0,0,0,0
Beijing,China,40.1824,116.4142,2/19/20,393,4,145,244
Shanghai,China,31.201999999999998,121.4491,2/19/20,333,2,186,145
Hebei,China,39.549,116.1306,2/19/20,306,4,152,150
Fujian,China,26.0789,117.9874,2/19/20,293,0,112,181
Guangxi,China,23.8298,108.7881,2/19/20,244,2,86,156
Shaanxi,China,35.1917,108.8701,2/19/20,242,0,102,140
Yunnan,China,24.974,101.48700000000001,2/19/20,172,1,60,111
Hainan,China,19.1959,109.7453,2/19/20,168,4,84,80
Guizhou,China,26.8154,106.8748,2/19/20,146,2,70,74
Tianjin,China,39.3054,117.323,2/19/20,130,3,54,73
Shanxi,China,37.5777,112.2922,2/19/20,131,0,68,63
Gansu,China,37.8099,101.0583,2/19/20,91,2,65,24
Hong Kong,China,22.3,114.2,2/19/20,63,2,5,56
Liaoning,China,41.2956,122.6085,2/19/20,121,1,55,65
Jilin,China,43.6661,126.1923,2/19/20,90,1,37,52
,Czechia,49.8175,15.472999999999999,2/19/20,0,0,0,0
Xinjiang,China,41.1129,85.2401,2/19/20,76,1,20,55
Inner Mongolia,China,44.0935,113.9448,2/19/20,75,0,10,65
Ningxia,China,37.2692,106.1655,2/19/20,71,0,42,29
,Taiwan*,23.7,121.0,2/19/20,23,1,2,20
,Vietnam,16.0,108.0,2/19/20,16,0,7,9
,Russia,60.0,90.0,2/19/20,2,0,2,0
Qinghai,China,35.7452,95.9956,2/19/20,18,0,16,2
Macau,China,22.1667,113.55,2/19/20,10,0,5,5
,Moldova,47.4116,28.3699,2/19/20,0,0,0,0
,Bolivia,-16.2902,-63.5887,2/19/20,0,0,0,0
Faroe Islands,Denmark,61.8926,-6.9118,2/19/20,0,0,0,0
St Martin,France,18.0708,-63.0501,2/19/20,0,0,0,0
,Honduras,15.2,-86.2419,2/19/20,0,0,0,0
Channel Islands,United Kingdom,49.3723,-2.3644,2/19/20,0,0,0,0
New Brunswick,Canada,46.5653,-66.4619,2/19/20,0,0,0,0
Tibet,China,31.6927,88.0924,2/19/20,1,0,1,0
,Congo (Kinshasa),-4.0383,21.7587,2/19/20,0,0,0,0
,Cote d'Ivoire,7.54,-5.5471,2/19/20,0,0,0,0
Saint Barthelemy,France,17.9,-62.8333,2/19/20,0,0,0,0
,Jamaica,18.1096,-77.2975,2/19/20,0,0,0,0
,Reunion,-21.1151,55.5364,2/19/20,0,0,0,0
,Turkey,38.9637,35.2433,2/19/20,0,0,0,0
Gibraltar,United Kingdom,36.1408,-5.3536,2/19/20,0,0,0,0
,Cuba,22.0,-80.0,2/19/20,0,0,0,0
,Guyana,5.0,-58.75,2/19/20,0,0,0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2/19/20,0,0,0,0
United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2/19/20,9,0,8,1
,Kazakhstan,48.0196,66.9237,2/19/20,0,0,0,0
French Polynesia,France,-17.6797,149.4068,2/19/20,0,0,0,0
,Cayman Islands,19.3133,-81.2546,2/19/20,0,0,0,0
,Guadeloupe,16.265,-61.551,2/19/20,0,0,0,0
Manitoba,Canada,53.7609,-98.8139,2/19/20,0,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,2/19/20,0,0,0,0
,Ethiopia,9.145,40.4897,2/19/20,0,0,0,0
,Sudan,12.8628,30.2176,2/19/20,0,0,0,0
,Guinea,9.9456,-9.6966,2/19/20,0,0,0,0
,Aruba,12.5211,-69.9683,2/19/20,0,0,0,0
Grand Princess,Canada,37.6489,-122.6655,2/19/20,0,0,0,0
,Kenya,-0.0236,37.9062,2/19/20,0,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/19/20,0,0,0,0
Alabama,USA,32.3182,-86.9023,2/19/20,0,0,0,0
,Thailand,15.0,101.0,2/20/20,35,0,15,20
,Japan,36.0,138.0,2/20/20,94,1,18,75
,Singapore,1.2833,103.8333,2/20/20,84,0,34,50
,Nepal,28.1667,84.25,2/20/20,1,0,1,0
,Malaysia,2.5,112.5,2/20/20,22,0,15,7
British Columbia,Canada,49.2827,-123.1207,2/20/20,5,0,0,5
New South Wales,Australia,-33.8688,151.2093,2/20/20,4,0,4,0
Victoria,Australia,-37.8136,144.9631,2/20/20,4,0,4,0
Queensland,Australia,-28.0167,153.4,2/20/20,5,0,0,5
,Cambodia,11.55,104.9167,2/20/20,1,0,1,0
,Sri Lanka,7.0,81.0,2/20/20,1,0,1,0
,Germany,51.0,9.0,2/20/20,16,0,12,4
,Finland,64.0,26.0,2/20/20,1,0,1,0
,United Arab Emirates,24.0,54.0,2/20/20,9,0,4,5
,Philippines,13.0,122.0,2/20/20,3,1,1,1
,India,21.0,78.0,2/20/20,3,0,3,0
,Italy,43.0,12.0,2/20/20,3,0,0,3
,Sweden,63.0,16.0,2/20/20,1,0,0,1
,Spain,40.0,-4.0,2/20/20,2,0,2,0
South Australia,Australia,-34.9285,138.6007,2/20/20,2,0,2,0
,Belgium,50.8333,4.0,2/20/20,1,0,1,0
,Egypt,26.0,30.0,2/20/20,1,0,0,1
From Diamond Princess,Australia,35.4437,139.638,2/20/20,0,0,0,0
,Lebanon,33.8547,35.8623,2/20/20,0,0,0,0
,Iraq,33.0,44.0,2/20/20,0,0,0,0
,Oman,21.0,57.0,2/20/20,0,0,0,0
,Afghanistan,33.0,65.0,2/20/20,0,0,0,0
,Bahrain,26.0275,50.55,2/20/20,0,0,0,0
,Kuwait,29.5,47.75,2/20/20,0,0,0,0
,Algeria,28.0339,1.6596,2/20/20,0,0,0,0
